match_type,bowler,matches,balls_bowled,runs_conceded,wickets,maidens,overs,economy
t20,E Moiane,2,28,16,2,0,4.666666666666667,3.4285714285714284
t20,E Niyomugabo,11,164,200,10,0,27.333333333333332,7.317073170731708
t20,E Ochieng,6,118,166,4,0,19.666666666666668,8.440677966101694
t20,E Otieno,26,470,564,26,0,78.33333333333333,7.2
t20,E Packard,6,113,144,2,0,18.833333333333332,7.646017699115045
t20,E Prokic,6,96,75,6,0,16.0,4.6875
t20,E Rukiriza,44,874,966,51,0,145.66666666666666,6.631578947368421
t20,E Samson,2,32,36,3,0,5.333333333333333,6.75
t20,E Schiferli,4,93,114,2,0,15.5,7.354838709677419
t20,E Sebareme,44,781,768,52,0,130.16666666666666,5.900128040973112
t20,E Toguchi-Quinn,15,293,211,11,0,48.833333333333336,4.320819112627986
t20,E Ul Haq,1,1,4,0,0,0.16666666666666666,24.0
t20,E Ungerman,8,137,125,10,0,22.833333333333332,5.474452554744526
t20,E Vukusic,4,103,73,4,0,17.166666666666668,4.252427184466019
t20,E Wachira,36,677,496,49,0,112.83333333333333,4.395864106351551
t20,E Waithaka,7,154,112,6,0,25.666666666666668,4.363636363636363
t20,E Walker,3,52,76,1,0,8.666666666666666,8.76923076923077
t20,EA Burns,3,49,38,1,0,8.166666666666666,4.653061224489797
t20,EA Osborne,32,618,592,34,0,103.0,5.747572815533981
t20,EA Perry,93,1647,1584,92,0,274.5,5.770491803278689
t20,EAJ Richardson,51,997,993,56,0,166.16666666666666,5.97592778335005
t20,EAS Ferrary,9,182,120,15,0,30.333333333333332,3.956043956043956
t20,EB Ringera,24,464,538,27,0,77.33333333333333,6.956896551724139
t20,EC Bargna,20,448,370,23,0,74.66666666666667,4.955357142857142
t20,EC Rainsford,2,37,67,0,0,6.166666666666667,10.864864864864865
t20,ECB Moore,5,78,56,5,0,13.0,4.3076923076923075
t20,ED Silva,7,102,125,7,0,17.0,7.352941176470588
t20,EE Corder,3,57,67,2,0,9.5,7.052631578947368
t20,EF Beard,2,18,19,0,0,3.0,6.333333333333333
t20,EFB Estrada,3,88,67,4,0,14.666666666666666,4.568181818181818
t20,EGS Kana,1,11,12,1,0,1.8333333333333333,6.545454545454546
t20,EH Hutchinson,3,50,36,2,0,8.333333333333334,4.319999999999999
t20,EHSN Silva,2,42,59,2,0,7.0,8.428571428571429
t20,EJ Carson,35,706,765,41,0,117.66666666666667,6.501416430594901
t20,EJ Tice,9,199,231,6,0,33.166666666666664,6.964824120603016
t20,EJB Miles,22,418,441,28,0,69.66666666666667,6.330143540669856
t20,EK Hubbard,10,156,143,5,0,26.0,5.5
t20,EL Arlott,3,76,69,6,0,12.666666666666666,5.447368421052632
t20,EL Bartram,19,349,310,14,0,58.166666666666664,5.329512893982808
t20,EM Bermingham,13,261,253,17,0,43.5,5.816091954022989
t20,EMDY Munaweera,5,64,93,2,0,10.666666666666666,8.71875
t20,EN Lynch,45,904,782,48,0,150.66666666666666,5.190265486725664
t20,EP Thompson,1,19,20,1,0,3.1666666666666665,6.315789473684211
t20,ER Oza,67,1157,991,78,0,192.83333333333334,5.139152981849611
t20,ES Grammenou,1,6,11,0,0,1.0,11.0
t20,ET Williams,1,13,9,1,0,2.1666666666666665,4.153846153846154
t20,EU Kejarukua,18,355,232,22,0,59.166666666666664,3.9211267605633804
t20,Eashal Ibrahim,2,42,65,0,0,7.0,9.285714285714286
t20,Ebadat Hossain,4,103,147,8,0,17.166666666666668,8.563106796116504
t20,Ebrahim Naseri,1,6,11,1,0,1.0,11.0
t20,Edward Taylor,2,42,43,2,0,7.0,6.142857142857143
t20,Ehsan Khan,81,1840,1908,134,0,306.6666666666667,6.221739130434782
t20,Ehsan Nawaz,6,67,109,5,0,11.166666666666666,9.761194029850747
t20,Elan Talker,7,124,153,6,0,20.666666666666668,7.403225806451612
t20,Elias Hasan,5,88,146,2,0,14.666666666666666,9.954545454545455
t20,Elias Sunny,4,78,89,7,0,13.0,6.846153846153846
t20,Emaan Ejaz,3,77,142,2,0,12.833333333333334,11.064935064935064
t20,Emilia Toro,1,19,29,0,0,3.1666666666666665,9.157894736842106
t20,Emily Merrien,3,69,65,6,0,11.5,5.6521739130434785
t20,Emily Sirs,3,27,14,0,0,4.5,3.111111111111111
t20,Emma Patel,8,120,150,5,0,20.0,7.5
t20,Emmanuella Nyaaba,1,29,26,1,0,4.833333333333333,5.379310344827586
t20,Emran Shahbakhsh,1,6,14,0,0,1.0,14.0
t20,Esperanza Rubio,2,70,116,3,0,11.666666666666666,9.942857142857143
t20,Eva Somsel Yangzom,1,6,10,0,0,1.0,10.0
t20,Ezgi Nur Kilic,4,74,86,3,0,12.333333333333334,6.972972972972973
t20,F Akankwasa,18,322,329,20,0,53.666666666666664,6.130434782608696
t20,F Bangur,6,95,108,2,0,15.833333333333334,6.821052631578947
t20,F Banunaek,46,855,991,49,0,142.5,6.954385964912281
t20,F Behardien,3,30,27,3,0,5.0,5.4
t20,F Chipare,15,328,344,16,0,54.666666666666664,6.2926829268292686
t20,F Choudary,2,18,32,1,0,3.0,10.666666666666666
t20,F Clarke,4,87,96,4,0,14.5,6.620689655172414
t20,F Copley,4,85,46,7,0,14.166666666666666,3.2470588235294118
t20,F Damiao Couana,17,351,400,16,0,58.5,6.837606837606837
t20,F Eseigbe,14,300,220,11,0,50.0,4.4
t20,F Guirrugo,3,81,69,3,0,13.5,5.111111111111111
t20,F Hand,11,153,236,5,0,25.5,9.254901960784315
t20,F Irakoze,1,6,9,0,0,1.0,9.0
t20,F Khaliq,5,106,99,8,0,17.666666666666668,5.60377358490566
t20,F Martin,3,42,35,2,0,7.0,5.0
t20,F Mutua,14,210,246,18,0,35.0,7.0285714285714285
t20,F Najjumba,3,66,49,2,0,11.0,4.454545454545454
t20,F Nsubuga,55,1147,896,65,0,191.16666666666666,4.687009590235397
t20,F Odhiambo,26,385,315,21,0,64.16666666666667,4.909090909090909
t20,F Overdijk,27,432,407,32,0,72.0,5.652777777777778
t20,F Pessima,8,180,112,11,0,30.0,3.7333333333333334
t20,F Samanyika,16,250,252,9,0,41.666666666666664,6.048
t20,F Sisifo,2,37,32,2,0,6.166666666666667,5.189189189189189
t20,F Song,4,57,32,6,0,9.5,3.3684210526315788
t20,F Stoman,17,380,393,21,0,63.333333333333336,6.205263157894737
t20,F Suluoto,1,6,16,0,0,1.0,16.0
t20,F Tanguy,11,252,206,13,0,42.0,4.904761904761905
t20,F du Plessis,2,8,3,0,0,1.3333333333333333,2.25
t20,FA Allen,33,587,749,24,0,97.83333333333333,7.65587734241908
t20,FA Cossa,16,331,388,18,0,55.166666666666664,7.033232628398792
t20,FA Sargent,12,262,289,10,0,43.666666666666664,6.618320610687023
t20,FC Jonas,38,785,774,32,0,130.83333333333334,5.9159235668789805
t20,FC Leydon-Davis,2,49,40,4,0,8.166666666666666,4.8979591836734695
t20,FDM Devonshire,1,13,13,1,0,2.1666666666666665,6.0
t20,FG Kemp,21,348,436,22,0,58.0,7.517241379310345
t20,FH Edwards,26,481,629,23,0,80.16666666666667,7.846153846153846
t20,FJ Klaassen,38,850,1055,45,0,141.66666666666666,7.447058823529412
t20,FJ Mpegna,1,13,37,0,0,2.1666666666666665,17.076923076923077
t20,FL Mackay,15,291,322,16,0,48.5,6.639175257731959
t20,FL Patel,7,109,124,4,0,18.166666666666668,6.825688073394495
t20,FLV Pula,1,8,8,0,0,1.3333333333333333,6.0
t20,FN Walsh,1,24,59,2,0,4.0,14.75
t20,FO Kibasu,13,201,221,14,0,33.5,6.597014925373134
t20,FR Davies,25,492,553,25,0,82.0,6.7439024390243905
t20,Fahad Tariq,2,18,26,0,0,3.0,8.666666666666666
t20,Faheem Ashraf,49,836,1081,42,0,139.33333333333334,7.758373205741626
t20,Faheem Nazir,13,216,270,15,0,36.0,7.5
t20,Fahima Khatun,72,1266,1224,64,0,211.0,5.800947867298579
t20,Faisal Khan,10,98,157,4,0,16.333333333333332,9.612244897959185
t20,Faizal Salehji,1,14,15,0,0,2.3333333333333335,6.428571428571428
t20,Fakhar Zaman,1,6,12,0,0,1.0,12.0
t20,Fakhrul Mohon,6,108,133,3,0,18.0,7.388888888888889
t20,Fanyan Mughal,24,499,586,24,0,83.16666666666667,7.046092184368737
t20,Farhad Reza,10,156,262,5,0,26.0,10.076923076923077
t20,Farhan Ahmed,2,30,38,1,0,5.0,7.6
t20,Farial Zia Safdar,2,52,30,5,0,8.666666666666666,3.4615384615384617
t20,Fariha Trisna,16,315,403,15,0,52.5,7.6761904761904765
t20,Farzan Afzal,3,74,46,4,0,12.333333333333334,3.7297297297297294
t20,Fathimath Anaal,1,7,4,0,0,1.1666666666666667,3.4285714285714284
t20,Fathimath Malha,1,13,26,0,0,2.1666666666666665,12.0
t20,Fatima Amir,4,52,44,1,0,8.666666666666666,5.0769230769230775
t20,Fatima Sana,44,881,1069,43,0,146.83333333333334,7.280363223609534
t20,Fawad Ahmed,2,49,70,3,0,8.166666666666666,8.571428571428571
t20,Fawad Alam,5,72,88,5,0,12.0,7.333333333333333
t20,Fayaz Khan,11,221,266,17,0,36.833333333333336,7.221719457013574
t20,Fayaz Mohammad,1,9,18,0,0,1.5,12.0
t20,Fayyaz Ahmed,1,18,31,1,0,3.0,10.333333333333334
t20,Fayyaz Butt,43,856,1086,49,0,142.66666666666666,7.612149532710281
t20,Fazil Muhammad,5,87,103,5,0,14.5,7.103448275862069
t20,Fazil Rahman,6,137,165,15,0,22.833333333333332,7.226277372262774
t20,Festus Benn,14,281,286,19,0,46.833333333333336,6.106761565836298
t20,Firas Hussain,4,37,62,2,0,6.166666666666667,10.054054054054054
t20,Fitri Sham,36,762,862,47,0,127.0,6.78740157480315
t20,Fiza,1,7,9,0,0,1.1666666666666667,7.7142857142857135
t20,Florencia Martinez,1,33,71,0,0,5.5,12.909090909090908
t20,Francesca Galan,1,5,3,1,0,0.8333333333333334,3.5999999999999996
t20,Franz Bur,1,13,16,2,0,2.1666666666666665,7.384615384615385
t20,G Axtell,2,44,42,1,0,7.333333333333333,5.7272727272727275
t20,G Ayan,4,56,76,1,0,9.333333333333334,8.142857142857142
t20,G Bakiweyem,32,607,650,28,0,101.16666666666667,6.425041186161449
t20,G Bruno,1,27,43,2,0,4.5,9.555555555555555
t20,G Burrows,2,18,24,2,0,3.0,8.0
t20,G Candiru,3,73,64,2,0,12.166666666666666,5.26027397260274
t20,G Cengiz,4,54,74,1,0,9.0,8.222222222222221
t20,G Chilia,4,29,26,2,0,4.833333333333333,5.379310344827586
t20,G Chohan,8,122,224,3,0,20.333333333333332,11.01639344262295
t20,G Coetzee,10,234,370,12,0,39.0,9.487179487179487
t20,G Dempsey,19,306,315,16,0,51.0,6.176470588235294
t20,G Fatouros,3,60,67,5,0,10.0,6.7
t20,G Fernando,2,20,33,1,0,3.3333333333333335,9.9
t20,G Ford,2,33,32,0,0,5.5,5.818181818181818
t20,G Goudie,3,49,71,1,0,8.166666666666666,8.693877551020408
t20,G Ilarionova,6,98,90,3,0,16.333333333333332,5.510204081632653
t20,G Ingabire,1,12,14,1,0,2.0,7.0
t20,G Ishimwe,7,126,127,7,0,21.0,6.0476190476190474
t20,G Jafta,3,62,46,4,0,10.333333333333334,4.451612903225806
t20,G Johnson,3,48,52,1,0,8.0,6.5
t20,G Kansonkho,3,18,32,1,0,3.0,10.666666666666666
t20,G Kodali,26,419,345,20,0,69.83333333333333,4.940334128878282
t20,G Kuthalingham,2,39,33,1,0,6.5,5.076923076923077
t20,G Madanayake,2,52,34,1,0,8.666666666666666,3.9230769230769234
t20,G Mallett,8,168,133,15,0,28.0,4.75
t20,G Matome,40,880,625,50,0,146.66666666666666,4.261363636363637
t20,G Mckeon,9,162,168,8,0,27.0,6.222222222222222
t20,G Morales,3,73,44,4,0,12.166666666666666,3.616438356164384
t20,G Motie,27,546,687,30,0,91.0,7.549450549450549
t20,G Mubiru,3,54,48,4,0,9.0,5.333333333333333
t20,G Ngegba,18,408,361,28,0,68.0,5.3088235294117645
t20,G Obukor,3,43,28,0,0,7.166666666666667,3.9069767441860463
t20,G Oliveira,6,69,83,3,0,11.5,7.217391304347826
t20,G Ribeiro,1,8,3,1,0,1.3333333333333333,2.25
t20,G Richardson,1,28,42,1,0,4.666666666666667,9.0
t20,G Sesay,27,495,452,40,0,82.5,5.4787878787878785
t20,G Setshwane,3,69,36,3,0,11.5,3.130434782608696
t20,G Shukla,13,287,220,9,0,47.833333333333336,4.599303135888501
t20,G Singh,6,136,111,8,0,22.666666666666668,4.897058823529411
t20,G Stewart,9,211,193,11,0,35.166666666666664,5.488151658767773
t20,G Sultana,10,211,225,4,0,35.166666666666664,6.398104265402844
t20,G Venkateswaran,4,45,79,1,0,7.5,10.533333333333333
t20,G Wareham,65,1171,1178,78,0,195.16666666666666,6.035866780529462
t20,G Wetherall,15,329,303,19,0,54.833333333333336,5.5258358662613976
t20,G Wijekoon,3,68,101,4,0,11.333333333333334,8.911764705882353
t20,GA Elwiss,6,92,89,5,0,15.333333333333334,5.804347826086956
t20,GA Lamb,5,75,80,4,0,12.5,6.4
t20,GA Priandana,16,217,257,11,0,36.166666666666664,7.105990783410139
t20,GA Rogers,1,26,52,0,0,4.333333333333333,12.0
t20,GA Stuurman,1,14,29,0,0,2.3333333333333335,12.428571428571427
t20,GB Brent,2,44,53,3,0,7.333333333333333,7.2272727272727275
t20,GB Hogg,15,300,381,7,0,50.0,7.62
t20,GC Galanis,10,217,227,12,0,36.166666666666664,6.276497695852535
t20,GC Murtaza,18,380,449,21,0,63.333333333333336,7.089473684210526
t20,GC Smith,3,26,60,0,0,4.333333333333333,13.846153846153847
t20,GC Tonge,1,24,25,1,0,4.0,6.25
t20,GD Arta,17,277,287,13,0,46.166666666666664,6.216606498194946
t20,GD Drummond,6,125,161,5,0,20.833333333333332,7.728000000000001
t20,GD Elliott,15,195,241,16,0,32.5,7.415384615384616
t20,GD McGrath,2,49,79,5,0,8.166666666666666,9.673469387755103
t20,GD Phillips,13,133,160,8,0,22.166666666666668,7.2180451127819545
t20,GDR Eranga,8,184,192,10,0,30.666666666666668,6.260869565217391
t20,GE Mathurin,3,62,69,5,0,10.333333333333334,6.677419354838709
t20,GEF Barnett,1,7,11,0,0,1.1666666666666667,9.428571428571429
t20,GEM Brealey,3,75,59,1,0,12.5,4.72
t20,GES Sullivan,3,61,32,6,0,10.166666666666666,3.1475409836065578
t20,GF Linde,16,343,398,20,0,57.166666666666664,6.962099125364432
t20,GG Alta,8,182,232,13,0,30.333333333333332,7.648351648351649
t20,GG Banner,2,40,59,3,0,6.666666666666667,8.85
t20,GH Dockrell,71,1223,1414,74,0,203.83333333333334,6.937040065412918
t20,GH Lewis,5,72,86,2,0,12.0,7.166666666666667
t20,GH O'Brien,9,202,214,10,0,33.666666666666664,6.356435643564357
t20,GH Worker,1,13,19,1,0,2.1666666666666665,8.76923076923077
t20,GHS Garton,1,25,57,1,0,4.166666666666667,13.68
t20,GI Gokoel,3,25,41,0,0,4.166666666666667,9.84
t20,GI Hume,8,161,226,10,0,26.833333333333332,8.422360248447205
t20,GI Maiden,1,12,14,1,0,2.0,7.0
t20,GJ Batty,1,19,17,0,0,3.1666666666666665,5.368421052631579
t20,GJ Delany,49,821,1050,38,0,136.83333333333334,7.673568818514007
t20,GJ Maxwell,75,998,1338,46,0,166.33333333333334,8.044088176352705
t20,GJ McCarter,1,18,30,0,0,3.0,10.0
t20,GJ Snyman,1,6,12,0,0,1.0,12.0
t20,GJ van Rensburg,5,44,55,2,0,7.333333333333333,7.5
t20,GJP Kruger,1,26,34,0,0,4.333333333333333,7.846153846153847
t20,GK Berg,15,301,326,21,0,50.166666666666664,6.498338870431894
t20,GK Diviya,34,710,482,35,0,118.33333333333333,4.073239436619718
t20,GK Ghalley,1,9,13,0,0,1.5,8.666666666666666
t20,GL Adams,2,31,29,0,0,5.166666666666667,5.612903225806451
t20,GM Harris,10,154,139,7,0,25.666666666666668,5.415584415584416
t20,GM Muthui,22,411,472,24,0,68.5,6.890510948905109
t20,GM Ntambalika,5,79,96,5,0,13.166666666666666,7.29113924050633
t20,GMK Jayaweera,3,21,33,4,0,3.5,9.428571428571429
t20,GP Meade,11,190,189,9,0,31.666666666666668,5.968421052631578
t20,GP Swann,37,803,863,51,0,133.83333333333334,6.448318804483187
t20,GP Tom,7,97,90,2,0,16.166666666666668,5.56701030927835
t20,GR Russ,2,20,52,0,0,3.3333333333333335,15.6
t20,GRD Munasinghe,4,100,112,8,0,16.666666666666668,6.72
t20,GS Sequeira,3,74,55,7,0,12.333333333333334,4.45945945945946
t20,GSNFG Jayasuriya,11,138,213,4,0,23.0,9.26086956521739
t20,GT Main,14,263,355,21,0,43.833333333333336,8.098859315589353
t20,GT Taylor,4,75,94,7,0,12.5,7.52
t20,GW Aldridge,1,24,45,1,0,4.0,11.25
t20,Gagandeep Singh,11,192,228,5,0,32.0,7.125
t20,Garret Banner,11,243,293,11,0,40.5,7.234567901234568
t20,Gaurav Mishra,12,216,244,6,0,36.0,6.777777777777778
t20,Gaurav Tiwari,13,280,287,13,0,46.666666666666664,6.15
t20,Gayan Munaweera,18,356,472,22,0,59.333333333333336,7.955056179775281
t20,Ghayour Ahmad,2,25,35,0,0,4.166666666666667,8.399999999999999
t20,Ghulam Abbas Butt,3,64,50,1,0,10.666666666666666,4.6875
t20,Ghulam Ahmadi,41,932,954,52,0,155.33333333333334,6.141630901287553
t20,Ghulam Fatima,5,102,110,2,0,17.0,6.470588235294118
t20,Gong Yuting,3,31,31,0,0,5.166666666666667,6.0
t20,Guido Angeletti,5,102,97,7,0,17.0,5.705882352941177
t20,Guillermo Aburto,2,28,28,1,0,4.666666666666667,6.0
t20,Gulsan Jha,29,466,556,23,0,77.66666666666667,7.1587982832618025
t20,Gurdeep Singh,3,36,57,2,0,6.0,9.5
t20,Gurpratap Singh,10,220,235,19,0,36.666666666666664,6.409090909090909
t20,Gurpreet Singh,2,28,27,0,0,4.666666666666667,5.785714285714286
t20,H Agarwal,18,359,328,17,0,59.833333333333336,5.481894150417827
t20,H Bharadwaj,12,278,236,19,0,46.333333333333336,5.0935251798561145
t20,H Carlyon,19,267,267,15,0,44.5,6.0
t20,H Chamto,8,135,116,6,0,22.5,5.155555555555556
t20,H Dandapani,3,46,63,2,0,7.666666666666667,8.217391304347826
t20,H Davids,2,13,13,1,0,2.1666666666666665,6.0
t20,H Deol,9,113,141,7,0,18.833333333333332,7.486725663716815
t20,H Deshan,4,54,67,5,0,9.0,7.444444444444445
t20,H Dhavina,17,317,286,12,0,52.833333333333336,5.413249211356467
t20,H Doriga,4,27,39,0,0,4.5,8.666666666666666
t20,H Elder,1,23,18,0,0,3.8333333333333335,4.695652173913043
t20,H Eulenkamp,2,58,70,3,0,9.666666666666666,7.241379310344828
t20,H Fennell,21,480,463,41,0,80.0,5.7875
t20,H Gori,1,13,22,1,0,2.1666666666666665,10.153846153846155
t20,H Goto,1,9,11,0,0,1.5,7.333333333333333
t20,H Graham,5,92,143,9,0,15.333333333333334,9.326086956521738
t20,H Hiri,3,24,13,3,0,4.0,3.25
t20,H Hotchandani,32,602,484,29,0,100.33333333333333,4.823920265780731
t20,H Ishimwe,46,910,648,68,0,151.66666666666666,4.2725274725274724
t20,H Ivanov,1,13,11,0,0,2.1666666666666665,5.0769230769230775
t20,H Karunaratne,3,30,41,0,0,5.0,8.2
t20,H Kaur,44,500,537,31,0,83.33333333333333,6.444
t20,H Khogiyani,6,126,144,5,0,21.0,6.857142857142857
t20,H Khuttan,3,34,52,1,0,5.666666666666667,9.176470588235293
t20,H Klaasen,1,6,14,0,0,1.0,14.0
t20,H Klazinge,7,118,130,12,0,19.666666666666668,6.610169491525423
t20,H Lakov,22,539,667,27,0,89.83333333333333,7.424860853432282
t20,H Leko,6,164,114,5,0,27.333333333333332,4.170731707317073
t20,H Lin Aung,12,210,241,12,0,35.0,6.885714285714286
t20,H Lin Oo,7,89,138,2,0,14.833333333333334,9.303370786516853
t20,H Little,3,43,35,0,0,7.166666666666667,4.883720930232558
t20,H Masakadza,8,62,98,2,0,10.333333333333334,9.483870967741934
t20,H Mumford,9,182,132,9,0,30.333333333333332,4.351648351648352
t20,H Osinde,4,70,103,3,0,11.666666666666666,8.82857142857143
t20,H Patel,4,62,78,2,0,10.333333333333334,7.548387096774193
t20,H Pieterse,1,18,11,1,0,3.0,3.6666666666666665
t20,H Rashid,4,81,112,3,0,13.5,8.296296296296296
t20,H Rathod,19,401,429,35,0,66.83333333333333,6.418952618453866
t20,H Roy,2,46,28,4,0,7.666666666666667,3.652173913043478
t20,H Satheedevi,4,72,131,3,0,12.0,10.916666666666666
t20,H Sawaneh,2,32,15,2,0,5.333333333333333,2.8125
t20,H Shreya,1,17,16,0,0,2.8333333333333335,5.647058823529411
t20,H Sin Yee,1,17,18,0,0,2.8333333333333335,6.352941176470588
t20,H Singh,2,18,34,1,0,3.0,11.333333333333334
t20,H Ssenyondo,73,1518,1387,99,0,253.0,5.482213438735178
t20,H Thaker,35,631,663,34,0,105.16666666666667,6.304278922345483
t20,H Venkataram,6,132,152,11,0,22.0,6.909090909090909
t20,H Virdee,1,12,26,1,0,2.0,13.0
t20,HA Chohan,24,473,476,28,0,78.83333333333333,6.038054968287526
t20,HA Daluwatta,2,31,38,1,0,5.166666666666667,7.354838709677419
t20,HA Varaiya,12,232,241,12,0,38.666666666666664,6.232758620689656
t20,HAG Madhushanka,2,18,36,0,0,3.0,12.0
t20,HAM Samuddika,14,296,300,13,0,49.333333333333336,6.081081081081081
t20,HAM Shah,13,233,249,22,0,38.833333333333336,6.412017167381974
t20,HASD Siriwardene,50,1064,1073,53,0,177.33333333333334,6.050751879699248
t20,HB Dickson,6,150,128,6,0,25.0,5.12
t20,HB Shipley,4,83,144,2,0,13.833333333333334,10.409638554216867
t20,HC Knight,39,503,521,18,0,83.83333333333333,6.214711729622267
t20,HC Overdijk,1,13,11,1,0,2.1666666666666665,5.0769230769230775
t20,HDJ Siegers,20,350,348,20,0,58.333333333333336,5.965714285714285
t20,HER Tyler,12,255,372,12,0,42.5,8.75294117647059
t20,HF Gurney,2,49,56,4,0,8.166666666666666,6.857142857142858
t20,HH Aung,5,88,56,5,0,14.666666666666666,3.8181818181818183
t20,HH Pandya,100,1888,2510,99,0,314.6666666666667,7.976694915254237
t20,HHC Gunaratne,8,158,159,6,0,26.333333333333332,6.037974683544304
t20,HJ Darlington,2,18,31,0,0,3.0,10.333333333333334
t20,HJ Manenti,14,319,311,30,0,53.166666666666664,5.849529780564263
t20,HJ Thomas,10,184,149,8,0,30.666666666666668,4.858695652173913
t20,HK Bennett,11,227,337,10,0,37.833333333333336,8.90748898678414
t20,HK Matthews,91,1824,1906,118,0,304.0,6.269736842105263
t20,HL Colvin,19,435,379,26,0,72.5,5.227586206896552
t20,HL Ferling,8,153,139,5,0,25.5,5.450980392156863
t20,HL Harji,8,143,179,6,0,23.833333333333332,7.510489510489511
t20,HL Tau,1,7,4,0,0,1.1666666666666667,3.4285714285714284
t20,HM Omary,1,12,7,0,0,2.0,3.5
t20,HM Rowe,33,456,568,26,0,76.0,7.473684210526316
t20,HMCM Bandara,4,86,97,4,0,14.333333333333334,6.767441860465116
t20,HMD Rasangika,21,395,416,24,0,65.83333333333333,6.318987341772153
t20,HMRKB Herath,16,344,351,19,0,57.333333333333336,6.122093023255814
t20,HN Ya France,15,177,192,7,0,29.5,6.508474576271187
t20,HNK Jensen,44,835,947,55,0,139.16666666666666,6.8047904191616775
t20,HR Huddleston,11,215,207,12,0,35.833333333333336,5.776744186046511
t20,HR Walsh,31,611,796,33,0,101.83333333333333,7.816693944353519
t20,HRA Rainey,30,484,403,20,0,80.66666666666667,4.9958677685950414
t20,HS Baidwan,7,133,162,7,0,22.166666666666668,7.308270676691729
t20,HT Tector,12,168,174,8,0,28.0,6.214285714285714
t20,HV Mandhyan,17,411,481,24,0,68.5,7.021897810218978
t20,HV Patel,24,527,791,31,0,87.83333333333333,9.005692599620494
t20,HWA Landheer,31,539,477,26,0,89.83333333333333,5.309833024118738
t20,Habib Khan,16,370,392,21,0,61.666666666666664,6.356756756756757
t20,Habiba Islam,1,13,20,0,0,2.1666666666666665,9.230769230769232
t20,Haider Ali,3,72,69,3,0,12.0,5.75
t20,Haider Butt,16,155,197,13,0,25.833333333333332,7.625806451612903
t20,Hala Azmat,4,62,56,4,0,10.333333333333334,5.419354838709677
t20,Haliam Kwon,2,40,46,0,0,6.666666666666667,6.8999999999999995
t20,Hamid Mahmood,11,205,180,12,0,34.166666666666664,5.2682926829268295
t20,Hamid Safi,4,36,58,4,0,6.0,9.666666666666666
t20,Hamza Dar,8,71,95,3,0,11.833333333333334,8.028169014084506
t20,Hamza Tahir,15,351,485,22,0,58.5,8.290598290598291
t20,Han Lili,9,205,120,17,0,34.166666666666664,3.51219512195122
t20,Harbhajan Singh,26,601,626,28,0,100.16666666666667,6.249584026622296
t20,Haris Karim,2,25,53,1,0,4.166666666666667,12.719999999999999
t20,Haris Rauf,81,1819,2492,125,0,303.1666666666667,8.21990104452996
t20,Harmeet Singh,24,542,611,28,0,90.33333333333333,6.763837638376384
t20,Haroon Arshad,33,545,743,32,0,90.83333333333333,8.179816513761468
t20,Haroon Shahid,1,19,31,1,0,3.1666666666666665,9.789473684210527
t20,Harprit Singh,2,19,32,1,0,3.1666666666666665,10.105263157894738
t20,Harry Johnson,5,115,152,6,0,19.166666666666668,7.930434782608695
t20,Harshit Rana,1,24,33,3,0,4.0,8.25
t20,Hasan Ali,52,1101,1549,75,0,183.5,8.44141689373297
t20,Hasan Cakir,1,7,5,1,0,1.1666666666666667,4.285714285714286
t20,Hasan Mahmud,25,537,687,29,0,89.5,7.675977653631285
t20,Hasan Murad,1,12,16,0,0,2.0,8.0
t20,Haseeb Amjad,14,298,356,26,0,49.666666666666664,7.16778523489933
t20,Hashir Hussain,1,6,10,0,0,1.0,10.0
t20,Hassan Khan Mohammad,2,23,43,0,0,3.8333333333333335,11.217391304347826
t20,Hassan Mehmood,4,78,101,6,0,13.0,7.769230769230769
t20,Hassnain Shah,1,12,27,0,0,2.0,13.5
t20,Hawwa Ifasha,1,8,16,0,0,1.3333333333333333,12.0
t20,Hawwa Shaaiqa,1,12,15,0,0,2.0,7.5
t20,Hayatullah Niazi,3,54,66,2,0,9.0,7.333333333333333
t20,Hazrat Luqman,2,38,64,1,0,6.333333333333333,10.105263157894738
t20,Heal Theara,3,41,26,3,0,6.833333333333333,3.804878048780488
t20,Hein Zin Aung,1,6,13,0,0,1.0,13.0
t20,Hiba Shamshad,4,68,52,2,0,11.333333333333334,4.588235294117647
t20,Hilva Noor,5,64,16,7,0,10.666666666666666,1.5
t20,Hina Hussain,1,28,21,3,0,4.666666666666667,4.5
t20,Hisham Sheikh,29,589,686,28,0,98.16666666666667,6.98811544991511
t20,Hor Siv na,3,54,27,0,0,9.0,3.0
t20,Humaira Tasneem,6,67,68,8,0,11.166666666666666,6.089552238805971
t20,Hung Ying Ho,2,27,12,0,0,4.5,2.6666666666666665
t20,Hussain Talat,6,40,54,4,0,6.666666666666667,8.1
t20,Huzaif Yousuf,4,70,109,3,0,11.666666666666666,9.342857142857143
t20,Huzaifa Mohammed,23,530,550,27,0,88.33333333333333,6.226415094339623
t20,Hwanhee Lee,1,6,6,2,0,1.0,6.0
t20,Hyejin Park,4,52,42,2,0,8.666666666666666,4.846153846153847
t20,I Alumo,13,249,205,12,0,41.5,4.9397590361445785
t20,I Asif,5,73,90,7,0,12.166666666666666,7.397260273972603
t20,I Bardis,1,8,12,1,0,1.3333333333333333,9.0
t20,I Barma,44,820,621,49,0,136.66666666666666,4.54390243902439
t20,I Bist,14,264,244,11,0,44.0,5.545454545454546
